VOC_ID,담당 부서,사업 부문,VOC유형,VOC상세유형,등록채널 유형,발생원인 유형,발생지 유형,처리기한 - 시/분,처리기한 - 일시,발생일시,등록일시,접수일시,배분일시,처리일시,직영/협력업체,VOC등급(4단계),처리결과유형,복합VOC의 부모 VOC_ID,복합VOC FLAG,승인 사용유무,고객이 만족도 직접 회신여부,"즉답처리 (I:등록, R:접수, N:일반)",질문내용,답변내용,개선관리ID,개선관리상태,사후처리유형,처리시간(시:분),준수 여부,유형변경신청,유형변경사유,요약내용
VOCS0000516991,리조트 파크서비스그룹 어트랙션B,리조트        ,고객요구유형-제안사항,,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,유러피언어드벤처-(어트랙션)티익스프레스,48.0,20240513 090000,20240509 000000,20240509 232831,20240510 085812,20240510 133500,20240510 215742,직영업체,해당없음,채택(사후관리이관),VOCS0000516982,Sub,,,,"놀이기구 대기 중 앞에 어른1명과 아이들 3명이 서있었으나 아이들이 2명, 3명 계속 은근슬쩍 들어와 직원(교육생)에게 안내혹은 제재를 요청하니 윗사람을 불러주겠다는 안내 후 ***이라는 담당자가 와 상황설명하니, 앞사람에게 일말의 안내 및 확인 조차 없이. 하는말이 인력부족으로 놀이기구 건물로 들어가기전까지 확인 할수 없어 어쩔수없다. 였습니다.적어도 앞사람에게 가서 놀이기구 바로 앞에 설치되어있는 안내판 내용과 같이 직접 줄서야된다고 안내 후 인력부족으로 일일이 확인이 부족해서 일단은 이렇게 말씀 드렸다. 정도는 해야되는 거 아닌가요? 컴플레인을 한 사람한테 계속 같은말만 하고. 그럼 하실수일이 없으면 가보셔도 된다는데 시비걸듯이 네~ 글올리세요 라며거들먹거리면서 가는데 직원들 서비스 교육이 없나요?","5/9 16:30분경외부대기동선(알프스쿠체앞)에서대기중중간일행합류관련현장불만손님발생함.- 1차***CAST불만제기하시는분앞,뒤손님에게확인하니계속서있었고잠시화장실다녀온거라고확인받아해당손님에게안내함.해당손님더선임근무자데리고오라고함.- 2차***CAST상황확인후손님에게앞에손님께서는새치기아니라고하시고,건물안쪽으로들어가기전까지는정확한일행합류확인이여려움안내.-계속항의하셔서같은안내반복함""손님이함께서계시다가화장실다녀오시거나음식을사러다녀오신경우제지하기어렵다""재차안내함.-줄관리를지속적으로해야하는 상황에해당손님께서는5분이상근무자를잡아두고불만글을쓰겠다고 협박을 하며***CAST 근무복에 달린&nbsp;명찰을 잡아당겨 떨어지게 폭력을씀-***CAST는더이상 도움드릴 수 있는게 없다 안내 후근무POST로복귀하여 ***프로에게 해당상황 보고함.-손님께서말씀하신'네~글올리세요'라는말은한적없음.- T익스프레스마지막일행합류구간은 건물 앞에서 지속 안내 드리고 있음.(게이트앞쪽에대기 공간마련되어있음)-건물내부에는화장실이없기때문에입장전미리다녀오시도록 안내드리고있음.- 5월많은손님이찾아오셔서줄이외부로길어질경우같은 이와같은 응대만 가능.- 새치기 손님 관련 응대현행유지하겠음.",VCAF0000013773,진행,,22:29,준수,Y,사실과 다름,"요약하면 다음과 같습니다:

1. 놀이기구 대기줄에 어른 1명과 아이 3명이 있었으나, 다른 아이들이 계속 끼어들었음.
2. 직원(교육생)에게 안내 또는 제재를 요청했으나, 인력 부족으로 인해 직접 확인할 수 없다고 함.
3. 담당자가 와서 상황을 설명했지만, 앞서 있던 사람에게 안내나 확인 없이 바로 이야기함.
4. 직원이 앞서 있던 사람에게 안내판 내용을 직접 안내하고, 인력 부족으로 일일이 확인이 부족했다고 설명하는 등의 조치가 필요했음.
5. 컴플레인을 한 사람에게 계속 같은 말만 하고, 직원들의 서비스 교육이 부족해 보였음."
VOCS0000516983,리조트 주토피아운영그룹 운영지원,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)로스트밸리,48.0,20240513 090000,20240509 000000,20240510 013201,20240510 090025,20240510 091120,20240510 091236,직영업체,해당없음,격려,,일반,N,,N,"혼자와서 셀카로 찍어야하나 싶었는데 , 바오하우스에서 일하는 이선재 직원이 친절하게 카메라로 사진을 찍어주셔서 덕분에 좋은 시간을 보낼수있었네요.",손님 칭찬내용 전파 및 근무자 격려토록 하겠습니다,,,,7:40,준수,N,,"요약:
- 혼자 방문했지만, 바오하우스 직원 이선재님이 친절하게 사진을 찍어주어 좋은 시간을 보낼 수 있었음
- 혼자 방문했다가 셀카로 찍을까 고민했지만, 직원의 도움으로 좋은 사진을 찍을 수 있었음"
VOCS0000516984,리조트 주토피아운영그룹 사파리,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)사파리월드,48.0,20240513 090000,20240507 000000,20240510 032309,20240510 090254,20240510 091150,20240512 151530,직영업체,해당없음,격려,,일반,N,,N,5월 7일 사파리 스페셜투어를 *** 사육사님이 진행해주셨는데 너무 좋았습니다.동물친구들 하나하나 자세하게 소개해주셨고 무엇보다도 동물친구들의 비하인드 스토리들을 들을수 있었던 것이 제일 좋았습니다.특히 불곰을 가장 좋아하는데 불곰친구들의 재미있는 비하인드들과 제가 알지 못했던 새로운 얘기들을 들을 수 있었어요. :)그리고 건강하게 복귀한 힘찬이를 볼 수 있어서 너무 반가웠습니다. :)문사육사님도 투어가 끝나고 너무 즐거웠다고 말씀해주셨었는데 저 또한 문사육사님의 스페셜투어가 너무 즐거웠고 재미있었습니다.시간부족으로 더 많은 비하인드 스토리들과 다른 궁금한 것들도 여쭤보지 못한 점이 아쉬울 따름이예요.6월에도 스페셜투어를 할 예정인데 그 때도 가능하다면 문사육사님이 진행해주셨으면 좋겠습니다!,칭찬 격려 및 사례 부서원 전파 공유,,,,59:52,준수,N,,"요약:

1. 5월 7일 사파리 스페셜투어를 진행한 *** 사육사님의 투어가 매우 좋았음
2. 동물들의 자세한 소개와 비하인드 스토리를 들을 수 있었던 것이 가장 좋았음
   - 특히 불곰 친구들의 재미있는 비하인드 스토리와 새로운 정보를 들을 수 있었음
3. 건강하게 복귀한 힘찬이를 볼 수 있어 반가웠음
4. 문 사육사님도 투어가 즐겁고 재미있었다고 말씀하셨으며, 투어 참여자인 작성자 또한 동감
5. 시간 부족으로 더 많은 비하인드 스토리와 궁금한 점을 묻지 못한 것이 아쉬웠음
6. 6월에도 스페셜투어를 할 예정이며, 가능하다면 문 사육사님이 진행해주셨으면 좋겠음"
VOCS0000516993,리조트 B2C그룹,리조트        ,고객요구유형-개선요청,,직접 VOC-모바일앱(APP),규정 및 정책 -운영정책-비해피 프로그램,분류불가-발생지정보없음,48.0,20240513 090453,20240510 000000,20240510 090453,20240510 094210,20240510 101123,20240510 104742,직영업체,3등급,즉시처리(접수시),VOCS0000516992,Sub,,,,"안녕하세요.이전에도 몇번 문의글을 남긴바 있지만건의 사항이 있어 남깁니다.비Happy쿠폰을 4매 보유중인데,기한이 6/1까지이고시즌 B, C기간에만 사용 가능이라 되어있습니다.하지만 실제로 최근 4,5월 중 B, C구간은단 하루도 없었습니다.6/10 평일부터만 가능한데유효기간때문에 사용이 어렵겠네요.물론 이벤트성으로 받은 쿠폰이지만4매나 되기에 많이 기대하고 있었는데사용하지 못하게 되어 너무 아쉽습니다.비Happy 이벤트를 화려하게 공지하여 홍보한 것에 비하면사용 조건을 많이 제한하여 실제 사용하기엔 어렵도록 만든 것은 너무 인색한 이벤트라고 생각합니다.개선 요청드립니다.","- 비해피 재방문권이 B, C 구간만 가능하여 이용일이 제한됨- '23년 쿠폰에는 사용 불가일에 대한 안내가 부족하여 4,5월 방문이 불가한 걸 인지하기 어려웠을 수 있음- 천재지변을 영업자가 보상해주는 당사만이 시행하고 있는 고객 서비스로고객관리상  B,C 시즌 재방문권을 제공하는게 정책임*  이벤트성으로 나가는 모든 재방문권 쿠폰은 B,C 구간으로 제공하는게 정책( 비해피, 3+1 리워즈)-  '24년 지급 쿠폰에는 안내 문구를 추가하여 안내 중*  추가 문구ㆍ4월~6월초, 9월~11월 초에는 B시즌과 C시즌이 없을 가능성이 있으니반드시 사전에 확인하셔서 방문 계획을 세우시기 바랍니다.",,,,1:42,준수,Y,단순 제안성,"요약:

1. 사용자가 보유중인 비Happy 쿠폰의 기한은 6/1까지이며, B, C 시즌에만 사용 가능한 것으로 되어있습니다.
2. 실제로 최근 4, 5월 중 B, C 구간에는 단 하루도 없었으며, 6/10 평일부터만 가능한 상황입니다.
3. 쿠폰의 유효기간 때문에 사용하기 어려운 상황이며, 4매나 되는 쿠폰을 기대했지만 사용하지 못하게 되어 아쉽습니다.
4. 비Happy 이벤트를 화려하게 홍보했지만, 사용 조건을 많이 제한하여 실제 사용하기 어려운 인색한 이벤트라고 생각합니다.
5. 개선을 요청하고 있습니다."
VOCS0000516995,리조트 F&B그룹 운영지원,리조트        ,고객요구유형-일반문의,,직접 VOC-홈페이지(PC),기타-기타-기타,분류불가-발생지정보없음,48.0,20240513 100056,20240510 000000,20240510 100056,20240510 102146,20240510 174838,20240510 175300,직영업체,해당없음,처리자 답변완료,VOCS0000516994,Sub,,,N,안녕하십니까 담당님. 저희는 안젤로포와 에버시스 총판 기업인 허니비아이라고 합니다. 현재 라치오날 콤비오븐과 에그로 커피머신을 사용중이신걸로 알고있는데 도입하신 시기도 꽤 오래되셨고 더 업그레이드 된 제품을 제안드리고자 연락드립니다. 이탈리아의 안젤로포 콤비오븐과 스위스의 에버시스 전자동 커피머신은 최고의 성능을 자랑하고 저희 허니비아이는 전국 A/S조직망을 보유하고 있어 문제 발생시 재빠른 대처가 가능합니다. 글자 수 제한과 첨부파일에는 이미지 파일만 첨부 가능하여 이 곳에서는 긴 설명이 불가하오니 기재되어있는 이메일 주소로 이메일을 남겨주시면 제안서파일을 송부드리겠습니다. 연락 기다리고 있겠습니다. 감사합니다.,안녕하십니까. 에버랜드 F&B그룹 ***프로입니다.연락처 남겨 드리니 확인하시어 제안서 파일 주시면 구매 시 참조 하도록 하겠습니다.고맙습니다.이메일 :***,,,,7:52,준수,N,,"요약:

1. 허니비아이는 안젤로포 콤비오븐과 에버시스 전자동 커피머신의 총판 기업입니다.
2. 고객은 현재 라치오날 콤비오븐과 에그로 커피머신을 사용 중이며, 제품 도입 시기가 오래되어 업그레이드가 필요한 상황입니다.
3. 안젤로포와 에버시스 제품은 최고의 성능을 자랑하며, 허니비아이는 전국적인 A/S 조직망을 보유하고 있어 빠른 대응이 가능합니다.
4. 더 자세한 정보는 이메일을 통해 제안서를 받아볼 수 있습니다."
VOCS0000516998,리조트 주토피아운영그룹 동물보전1,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(공연/전시)앵무새집,48.0,20240513 112910,20240510 000000,20240510 112910,20240510 113739,20240510 192346,20240511 090351,직영업체,해당없음,전파,,일반,N,,N,*** 사육자 님 (성함이 맞나요 ㅜㅜ잘 들었는지 모르겠아요)5월 10일 11시 20분쯤 앵무새월드에서 설명해주신 사육자님 너무너무 즐거운 시간이었습니다 ~!!아주 친절하게 재밌게 설명해주셨어요덕분에 재밌는 구경했습니다 !!,해당근무자 칭찬 및 전파,,,,21:34,준수,N,,"요약:

- 5월 10일 11시 20분경 앵무새월드에서 진행된 사육자 설명회
- 사육자님이 아주 친절하고 재미있게 설명해주셨음
- 덕분에 참석자들이 즐거운 시간을 가질 수 있었음"
VOCS0000516999,리조트 주토피아운영그룹 동물보전1,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(공연/전시)앵무새집,48.0,20240513 112940,20240510 000000,20240510 112940,20240510 113804,20240510 192359,20240511 090402,직영업체,해당없음,전파,,일반,N,,N,패럿하우스의 ***사육사님 너무 잘 설명해주셨어요! 너무 감사합니다 다음에 또 방문해서 앵무새 설명 들을게요~~,해당근무자 칭찬 및 전파,,,,21:34,준수,N,,"요약:

- 패럿하우스에서 사육사님이 앵무새에 대해 잘 설명해주셨음
- 방문객은 사육사님의 설명에 매우 감사하고 있음
- 방문객은 다음에 또 방문하여 사육사님의 앵무새 설명을 듣고 싶어 함"
VOCS0000517003,리조트 파크서비스그룹 어트랙션A,리조트        ,고객요구유형-제안사항,,직접 VOC-모바일앱(APP),이용안내-이용정보제공-시설/공연/동물원 이용안내,유러피언어드벤처-(어트랙션)페스티발트레인,48.0,20240513 120026,20240510 000000,20240510 120026,20240510 120924,20240510 133452,20240510 192537,직영업체,해당없음,채택(완료),VOCS0000517001,Sub,,,N,페스티벌 트레인 전기기차 카툰레니의 말풍선 맞춤법이 틀렸습니다.바뀌었데→바뀌었대 입니다.어린이들이 재미있게 보고 학습할 수 있는 내용이므로 개선부탁드립니다.,안녕하십니까 시설담당자 *** 프로입니다.해당 사인물 맞춤법은 빠른 시일 내 수정하도록 하겠습니다.고맙습니다.,,,,7:25,준수,N,,"요약:

- 페스티벌 트레인 전기기차 카툰 내 주인공 레니의 말풍선 맞춤법이 틀렸음
- ""바뀌었데""가 아닌 ""바뀌었대""가 맞는 표현
- 어린이들이 재미있게 보고 학습할 수 있는 내용이므로 맞춤법 개선이 필요함"
VOCS0000517004,경험혁신아카데미,리조트        ,고객요구유형-일반문의,,직접 VOC-모바일앱(APP),이용안내-이용정보제공-이용정보제공 기타(주변 교통상황),분류불가-발생지정보없음,48.0,20240513 120255,20240512 000000,20240510 120255,20240510 121207,20240510 123539,20240510 160116,직영업체,해당없음,처리자 답변완료,VOCS0000517002,Sub,,,N,"안녕하세요2024년 이큐브스쿨 에코 가입했어요예전에 동물/식물사랑단과 비교하여1. 체험 예약시 잔여석이 보이지않아요. 표시가 안돼니 함께 수업 듣는 친구들이 일정 예약을 위해 날짜 맞추기가 어렵습니다.또한 이미 체함 예약을 한 경우 날짜 변경을 하려면 취소후 재접속을 해야하는데, 바꾸려던 날짜가 마감이어서 원래 예약날짜라도 예약하려다 보면 그 사이 마감이 돼버리더라구요. 잔여석 확인 가능했으면 좋겠습니다.2. 연락처 - 이큐브스쿨 확인 전화 *** 이전 식물사랑단 전화로 왔었습니다. 문의사항 있어 연락드리니 없는 번호 ->대표번호로 문의하니 연락이 안된다, 이번에 새로 바뀌어 연락처를 모른다 하던디 정확한 연락 번호 안내   필요해보입니다.",1. 체험 예약 시 잔여석 노출 부분은 시스템 개선 진행중으로 6월 체험 시 반영 예정임.2. 에버랜드(이큐브스쿨) 이용관련 문의는 에버랜드 통합콜센터 031-320-5000 로 문의 가능.,,,,3:58,준수,N,,"요약:

1. 체험 예약 시 잔여석 확인이 어려워 수업 참여 친구들과 일정 조율이 힘들다.
2. 이미 예약한 경우 날짜 변경을 위해서는 취소 후 재예약을 해야 하는데, 변경하려던 날짜가 마감되어 문제가 발생한다.
3. 이큐브스쿨의 정확한 연락처 정보가 제공되지 않아 문의사항 처리가 어렵다.

공통적인 내용은 예약 및 문의 처리의 어려움으로 요약할 수 있다. 하이라이트는 잔여석 확인 불가, 날짜 변경의 어려움, 연락처 정보 부족 등이다."
VOCS0000517005,리조트 파크서비스그룹 어트랙션B,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(어트랙션)로스트밸리,48.0,20240513 124345,20240512 000000,20240510 124345,20240512 170313,20240515 143122,20240516 111736,직영업체,해당없음,격려,,일반,N,,N,로스트벨리 *** 너무 재미있고 친절합니다,칭찬사례 공유 및 근무자 격려 하겠습니다,,,,142:33,미준수,N,,"요약:

1. 로스트벨리는 매우 재미있고 친절한 장소입니다.

2. 다양한 활동과 경험을 제공하여 방문객들에게 즐거운 시간을 선사합니다.

3. 전반적으로 로스트벨리는 매력적인 여행지로, 방문객들에게 매우 긍정적인 인상을 줍니다."
